A2W_APB_ID 0x00613277
APERF1_BW1_CTRL_BUS_CLR 0xffffffe0
APERF1_BW1_CTRL_BUS_LSB 0
APERF1_BW1_CTRL_BUS_MSB 4
APERF1_BW1_CTRL_BUS_RESET 0x0
APERF1_BW1_CTRL_BUS_SET 0x0000001f
APERF1_BW1_CTRL_EN_BITS 30:30
APERF1_BW1_CTRL_EN_CLR 0xbfffffff
APERF1_BW1_CTRL_EN_LSB 30
APERF1_BW1_CTRL_EN_MSB 30
APERF1_BW1_CTRL_EN_RESET 0x0
APERF1_BW1_CTRL_EN_SET 0x40000000
APERF1_BW1_CTRL_ID_BITS 12:8
APERF1_BW1_CTRL_ID_CLR 0xffffe0ff
APERF1_BW1_CTRL_ID_EN_BITS 29:29
APERF1_BW1_CTRL_ID_EN_CLR 0xdfffffff
APERF1_BW1_CTRL_ID_EN_LSB 29
APERF1_BW1_CTRL_ID_EN_MSB 29
APERF1_BW1_CTRL_ID_EN_RESET 0x0
APERF1_BW1_CTRL_ID_EN_SET 0x20000000
APERF1_BW1_CTRL_ID_LSB 8
APERF1_BW1_CTRL_ID_MSB 12
APERF1_BW1_CTRL_ID_RESET 0x0
APERF1_BW1_CTRL_ID_SET 0x00001f00
APERF1_BW1_CTRL_LATHALT_BITS 28:28
APERF1_BW1_CTRL_LATHALT_CLR 0xefffffff
APERF1_BW1_CTRL_LATHALT_LSB 28
APERF1_BW1_CTRL_LATHALT_MSB 28
APERF1_BW1_CTRL_LATHALT_RESET 0x0
APERF1_BW1_CTRL_LATHALT_SET 0x10000000
APERF1_BW1_CTRL_MASK 0xf0001f1f
APERF1_BW1_CTRL_RESET 0000000000
APERF1_BW1_CTRL_RESET_BITS 31:31
APERF1_BW1_CTRL_RESET_CLR 0x7fffffff
APERF1_BW1_CTRL_RESET_LSB 31
APERF1_BW1_CTRL_RESET_MSB 31
APERF1_BW1_CTRL_RESET_RESET 0x0
APERF1_BW1_CTRL_RESET_SET 0x80000000
APERF1_BW1_CTRL_WIDTH 32
APERF1_BW1_RMAX 0x7ee080a4:RO
APERF1_BW1_RMAX_MASK 0x00ffffff
APERF1_BW1_RMAX_RESET 0000000000
APERF1_BW1_RMAX_WIDTH 24
APERF1_BW1_RPEND 0x7ee08068:RO
APERF1_BW1_RPEND_MASK 0x000000ff
APERF1_BW1_RPEND_RESET 0000000000
APERF1_BW1_RPEND_WIDTH 8
APERF1_BW1_RTRANS 0x7ee0809c:RO
APERF1_BW1_RTRANS_MASK 0xffffffff
APERF1_BW1_RTRANS_RESET 0000000000
APERF1_BW1_RTRANS_WIDTH 32
APERF1_BW1_RTWAIT 0x7ee080a0:RO
APERF1_BW1_RTWAIT_MASK 0xffffffff
APERF1_BW1_RTWAIT_RESET 0000000000
APERF1_BW1_RTWAIT_WIDTH 32
APERF1_BW1_WMAX 0x7ee08098:RO
APERF1_BW1_WMAX_MASK 0x0000ffff
APERF1_BW1_WMAX_RESET 0000000000
APERF1_BW1_WMAX_WIDTH 16
APERF1_BW1_WTRANS 0x7ee08090:RO
APERF1_BW1_WTRANS_MASK 0xffffffff
APERF1_BW1_WTRANS_RESET 0000000000
APERF1_BW1_WTRANS_WIDTH 32
APERF1_BW1_WTWAIT 0x7ee08094:RO
APERF1_BW1_WTWAIT_MASK 0xffffffff
APERF1_BW1_WTWAIT_RESET 0000000000
APERF1_BW1_WTWAIT_WIDTH 32
APERF1_BW2_AMAX 0x7ee080cc:RO
APERF1_BW2_AMAX_MASK 0x00ffffff
APERF1_BW2_AMAX_RESET 0000000000
APERF1_BW2_AMAX_WIDTH 24
APERF1_BW2_ATRANS 0x7ee080c4:RO
APERF1_BW2_ATRANS_MASK 0xffffffff
APERF1_BW2_ATRANS_RESET 0000000000
APERF1_BW2_ATRANS_WIDTH 32
APERF1_BW2_ATWAIT 0x7ee080c8:RO
APERF1_BW2_ATWAIT_MASK 0xffffffff
APERF1_BW2_ATWAIT_RESET 0000000000
APERF1_BW2_ATWAIT_WIDTH 32
APERF1_BW2_CTRL 0x7ee080c0:RW
APERF1_BW2_CTRL_BUS_BITS 4:0
APERF1_BW2_CTRL_BUS_CLR 0xffffffe0
APERF1_BW2_CTRL_BUS_LSB 0
APERF1_BW2_CTRL_BUS_MSB 4
APERF1_BW2_CTRL_BUS_RESET 0x0
APERF1_BW2_CTRL_BUS_SET 0x0000001f
APERF1_BW2_CTRL_EN_BITS 30:30
APERF1_BW2_CTRL_EN_CLR 0xbfffffff
APERF1_BW2_CTRL_EN_LSB 30
APERF1_BW2_CTRL_EN_MSB 30
APERF1_BW2_CTRL_EN_RESET 0x0
APERF1_BW2_CTRL_EN_SET 0x40000000
APERF1_BW2_CTRL_ID_BITS 12:8
APERF1_BW2_CTRL_ID_CLR 0xffffe0ff
APERF1_BW2_CTRL_ID_EN_BITS 29:29
APERF1_BW2_CTRL_ID_EN_CLR 0xdfffffff
APERF1_BW2_CTRL_ID_EN_LSB 29
APERF1_BW2_CTRL_ID_EN_MSB 29
APERF1_BW2_CTRL_ID_EN_RESET 0x0
APERF1_BW2_CTRL_ID_EN_SET 0x20000000
APERF1_BW2_CTRL_ID_LSB 8
APERF1_BW2_CTRL_ID_MSB 12
APERF1_BW2_CTRL_ID_RESET 0x0
APERF1_BW2_CTRL_ID_SET 0x00001f00
APERF1_BW2_CTRL_LATHALT_BITS 28:28
APERF1_BW2_CTRL_LATHALT_CLR 0xefffffff
APERF1_BW2_CTRL_LATHALT_LSB 28
APERF1_BW2_CTRL_LATHALT_MSB 28
APERF1_BW2_CTRL_LATHALT_RESET 0x0
APERF1_BW2_CTRL_LATHALT_SET 0x10000000
APERF1_BW2_CTRL_MASK 0xf0001f1f
APERF1_BW2_CTRL_RESET 0000000000
APERF1_BW2_CTRL_RESET_BITS 31:31
APERF1_BW2_CTRL_RESET_CLR 0x7fffffff
APERF1_BW2_CTRL_RESET_LSB 31
APERF1_BW2_CTRL_RESET_MSB 31
APERF1_BW2_CTRL_RESET_RESET 0x0
APERF1_BW2_CTRL_RESET_SET 0x80000000
APERF1_BW2_CTRL_WIDTH 32
APERF1_BW2_RMAX 0x7ee080e4:RO
APERF1_BW2_RMAX_MASK 0x00ffffff
APERF1_BW2_RMAX_RESET 0000000000
APERF1_BW2_RMAX_WIDTH 24
APERF1_BW2_RPEND 0x7ee08068:RO
APERF1_BW2_RPEND_MASK 0x000000ff
APERF1_BW2_RPEND_RESET 0000000000
APERF1_BW2_RPEND_WIDTH 8
APERF1_BW2_RTRANS 0x7ee080dc:RO
APERF1_BW2_RTRANS_MASK 0xffffffff
APERF1_BW2_RTRANS_RESET 0000000000
APERF1_BW2_RTRANS_WIDTH 32
APERF1_BW2_RTWAIT 0x7ee080e0:RO
APERF1_BW2_RTWAIT_MASK 0xffffffff
APERF1_BW2_RTWAIT_RESET 0000000000
APERF1_BW2_RTWAIT_WIDTH 32
APERF1_BW2_WMAX 0x7ee080d8:RO
APERF1_BW2_WMAX_MASK 0x0ff0ffff
APERF1_BW2_WMAX_RESET 0000000000
APERF1_BW2_WMAX_WIDTH 28
APERF1_BW2_WTRANS 0x7ee080d0:RO
APERF1_BW2_WTRANS_MASK 0xffffffff
APERF1_BW2_WTRANS_RESET 0000000000
APERF1_BW2_WTRANS_WIDTH 32
APERF1_BW2_WTWAIT 0x7ee080d4:RO
APERF1_BW2_WTWAIT_MASK 0xffffffff
APERF1_BW2_WTWAIT_RESET 0000000000
APERF1_BW2_WTWAIT_WIDTH 32
APERF1_GEN_CTRL 0x7ee08000:RW
APERF1_GEN_CTRL_ENABLE_BITS 0:0
APERF1_GEN_CTRL_ENABLE_CLR 0xfffffffe
APERF1_GEN_CTRL_ENABLE_LSB 0
APERF1_GEN_CTRL_ENABLE_MSB 0
APERF1_GEN_CTRL_ENABLE_RESET 0x0
APERF1_GEN_CTRL_ENABLE_SET 0x00000001
APERF1_GEN_CTRL_MASK 0x00000003
APERF1_GEN_CTRL_RESET 0000000000
APERF1_GEN_CTRL_RESET_BITS 1:1
APERF1_GEN_CTRL_RESET_CLR 0xfffffffd
APERF1_GEN_CTRL_RESET_LSB 1
APERF1_GEN_CTRL_RESET_MSB 1
APERF1_GEN_CTRL_RESET_RESET 0x0
APERF1_GEN_CTRL_RESET_SET 0x00000002
APERF1_GEN_CTRL_WIDTH 2
APHY_CSR_ADDR_MASTER_DLL_OUTPUT 0x7ee06014:RW
APHY_CSR_ADDR_PAD_DRV_SLEW_CTRL 0x7ee06068:RW
APHY_CSR_ADDR_PAD_MISC_CTRL 0x7ee0606c:RW
APHY_CSR_ADDR_PVT_COMP_CTRL 0x7ee06070:RW
APHY_CSR_ADDR_PVT_COMP_DEBUG 0x7ee0607c:RW
APHY_CSR_ADDR_PVT_COMP_OVRD_CTRL 0x7ee06074:RW
APHY_CSR_ADDR_PVT_COMP_STATUS 0x7ee06078:RW
APHY_CSR_ADDR_REV_ID 0x7ee06000:RW
APHY_CSR_ADDR_SLAVE_DLL_OFFSET 0x7ee06018:RW
APHY_CSR_ADDR_SPR0_RW 0x7ee06088:RW
APHY_CSR_ADDR_SPR1_RO 0x7ee0608c:RW
APHY_CSR_ADDR_SPR_RO 0x7ee06090:RW
APHY_CSR_BASE 0x7ee06000
APHY_CSR_DDR_PLL_BYPASS 0x7ee06054:RW
APHY_CSR_DDR_PLL_CH0_DESKEW_CTRL 0x7ee0605c:RW
APHY_CSR_DDR_PLL_CH1_DESKEW_CTRL 0x7ee06060:RW
APHY_CSR_DDR_PLL_CONFIG_CNTRL 0x7ee06038:RW
APHY_CSR_DDR_PLL_DESKEW_STATUS 0x7ee06064:RW
APHY_CSR_DDR_PLL_ENABLE_CH 0x7ee06050:RW
APHY_CSR_DDR_PLL_GLOBAL_RESET 0x7ee06024:RW
APHY_CSR_DDR_PLL_HOLD_CH 0x7ee0604c:RW
APHY_CSR_DDR_PLL_LOCK_STATUS 0x7ee06048:RW
APHY_CSR_DDR_PLL_MDIV_VALUE 0x7ee06034:RW
APHY_CSR_DDR_PLL_MISC_CNTRL 0x7ee0603c:RW
APHY_CSR_DDR_PLL_POST_DIV_RESET 0x7ee06028:RW
APHY_CSR_DDR_PLL_PWRDWN 0x7ee06058:RW
APHY_CSR_DDR_PLL_SPRDSPECT_CTRL0 0x7ee06040:RW
APHY_CSR_DDR_PLL_SPRDSPECT_CTRL1 0x7ee06044:RW
APHY_CSR_DDR_PLL_VCO_FREQ_CNTRL0 0x7ee0602c:RW
APHY_CSR_DDR_PLL_VCO_FREQ_CNTRL1 0x7ee06030:RW
APHY_CSR_DESCRIPTION SDRAM Adress (pin) control
APHY_CSR_GLBL_ADDR_DLL_CNTRL 0x7ee0600c:RW
APHY_CSR_GLBL_ADDR_DLL_PH_LD_VAL 0x7ee06010:RW
APHY_CSR_GLBL_ADDR_DLL_RECAL 0x7ee06008:RW
APHY_CSR_GLBL_ADDR_DLL_RESET 0x7ee06004:RW
APHY_CSR_GLBL_ADR_DLL_LOCK_STAT 0x7ee06020:RW
APHY_CSR_GLBL_ADR_MSTR_DLL_BYPEN 0x7ee0601c:RW
APHY_CSR_PHY_BIST_CA_CRC_SPR 0x7ee06084:RW
APHY_CSR_PHY_BIST_CNTRL_SPR 0x7ee06080:RW
ASB_APB_ID 0x62726467
ASB_AXI_BRDG_VERSION 0x7e00a000:RW
ASB_AXI_BRDG_VERSION_MASK 0x000000ff
ASB_AXI_BRDG_VERSION_RESET 0000000000
ASB_AXI_BRDG_VERSION_WIDTH 8
ASB_BASE 0x7e00a000
ASB_CPR_CTRL 0x7e00a004:RW
ASB_CPR_CTRL_CLR_ACK_BITS 1:1
ASB_CPR_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_CPR_CTRL_CLR_ACK_LSB 1
ASB_CPR_CTRL_CLR_ACK_MSB 1
ASB_CPR_CTRL_CLR_ACK_SET 0x00000002
ASB_CPR_CTRL_CLR_REQ_BITS 0:0
ASB_CPR_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_CPR_CTRL_CLR_REQ_LSB 0
ASB_CPR_CTRL_CLR_REQ_MSB 0
ASB_CPR_CTRL_CLR_REQ_SET 0x00000001
ASB_CPR_CTRL_EMPTY_BITS 2:2
ASB_CPR_CTRL_EMPTY_CLR 0xfffffffb
ASB_CPR_CTRL_EMPTY_LSB 2
ASB_CPR_CTRL_EMPTY_MSB 2
ASB_CPR_CTRL_EMPTY_SET 0x00000004
ASB_CPR_CTRL_FULL_BITS 3:3
ASB_CPR_CTRL_FULL_CLR 0xfffffff7
ASB_CPR_CTRL_FULL_LSB 3
ASB_CPR_CTRL_FULL_MSB 3
ASB_CPR_CTRL_FULL_SET 0x00000008
ASB_CPR_CTRL_MASK 0x00ffffff
ASB_CPR_CTRL_RCOUNT_BITS 13:4
ASB_CPR_CTRL_RCOUNT_CLR 0xffffc00f
ASB_CPR_CTRL_RCOUNT_LSB 4
ASB_CPR_CTRL_RCOUNT_MSB 13
ASB_CPR_CTRL_RCOUNT_SET 0x00003ff0
ASB_CPR_CTRL_RESET 0x00000007
ASB_CPR_CTRL_WCOUNT_BITS 23:14
ASB_CPR_CTRL_WCOUNT_CLR 0xff003fff
ASB_CPR_CTRL_WCOUNT_LSB 14
ASB_CPR_CTRL_WCOUNT_MSB 23
ASB_CPR_CTRL_WCOUNT_SET 0x00ffc000
ASB_CPR_CTRL_WIDTH 24
ASB_H264_M_CTRL 0x7e00a01c:RW
ASB_H264_M_CTRL_CLR_ACK_BITS 1:1
ASB_H264_M_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_H264_M_CTRL_CLR_ACK_LSB 1
ASB_H264_M_CTRL_CLR_ACK_MSB 1
ASB_H264_M_CTRL_CLR_ACK_SET 0x00000002
ASB_H264_M_CTRL_CLR_REQ_BITS 0:0
ASB_H264_M_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_H264_M_CTRL_CLR_REQ_LSB 0
ASB_H264_M_CTRL_CLR_REQ_MSB 0
ASB_H264_M_CTRL_CLR_REQ_SET 0x00000001
ASB_H264_M_CTRL_EMPTY_BITS 2:2
ASB_H264_M_CTRL_EMPTY_CLR 0xfffffffb
ASB_H264_M_CTRL_EMPTY_LSB 2
ASB_H264_M_CTRL_EMPTY_MSB 2
ASB_H264_M_CTRL_EMPTY_SET 0x00000004
ASB_H264_M_CTRL_FULL_BITS 3:3
ASB_H264_M_CTRL_FULL_CLR 0xfffffff7
ASB_H264_M_CTRL_FULL_LSB 3
ASB_H264_M_CTRL_FULL_MSB 3
ASB_H264_M_CTRL_FULL_SET 0x00000008
ASB_H264_M_CTRL_MASK 0x00ffffff
ASB_H264_M_CTRL_RCOUNT_BITS 13:4
ASB_H264_M_CTRL_RCOUNT_CLR 0xffffc00f
ASB_H264_M_CTRL_RCOUNT_LSB 4
ASB_H264_M_CTRL_RCOUNT_MSB 13
ASB_H264_M_CTRL_RCOUNT_SET 0x00003ff0
ASB_H264_M_CTRL_RESET 0x00000007
ASB_H264_M_CTRL_WCOUNT_BITS 23:14
ASB_H264_M_CTRL_WCOUNT_CLR 0xff003fff
ASB_H264_M_CTRL_WCOUNT_LSB 14
ASB_H264_M_CTRL_WCOUNT_MSB 23
ASB_H264_M_CTRL_WCOUNT_SET 0x00ffc000
ASB_H264_M_CTRL_WIDTH 24
ASB_H264_S_CTRL 0x7e00a018:RW
ASB_H264_S_CTRL_CLR_ACK_BITS 1:1
ASB_H264_S_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_H264_S_CTRL_CLR_ACK_LSB 1
ASB_H264_S_CTRL_CLR_ACK_MSB 1
ASB_H264_S_CTRL_CLR_ACK_SET 0x00000002
ASB_H264_S_CTRL_CLR_REQ_BITS 0:0
ASB_H264_S_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_H264_S_CTRL_CLR_REQ_LSB 0
ASB_H264_S_CTRL_CLR_REQ_MSB 0
ASB_H264_S_CTRL_CLR_REQ_SET 0x00000001
ASB_H264_S_CTRL_EMPTY_BITS 2:2
ASB_H264_S_CTRL_EMPTY_CLR 0xfffffffb
ASB_H264_S_CTRL_EMPTY_LSB 2
ASB_H264_S_CTRL_EMPTY_MSB 2
ASB_H264_S_CTRL_EMPTY_SET 0x00000004
ASB_H264_S_CTRL_FULL_BITS 3:3
ASB_H264_S_CTRL_FULL_CLR 0xfffffff7
ASB_H264_S_CTRL_FULL_LSB 3
ASB_H264_S_CTRL_FULL_MSB 3
ASB_H264_S_CTRL_FULL_SET 0x00000008
ASB_H264_S_CTRL_MASK 0x00ffffff
ASB_H264_S_CTRL_RCOUNT_BITS 13:4
ASB_H264_S_CTRL_RCOUNT_CLR 0xffffc00f
ASB_H264_S_CTRL_RCOUNT_LSB 4
ASB_H264_S_CTRL_RCOUNT_MSB 13
ASB_H264_S_CTRL_RCOUNT_SET 0x00003ff0
ASB_H264_S_CTRL_RESET 0x00000007
ASB_H264_S_CTRL_WCOUNT_BITS 23:14
ASB_H264_S_CTRL_WCOUNT_CLR 0xff003fff
ASB_H264_S_CTRL_WCOUNT_LSB 14
ASB_H264_S_CTRL_WCOUNT_MSB 23
ASB_H264_S_CTRL_WCOUNT_SET 0x00ffc000
ASB_H264_S_CTRL_WIDTH 24
ASB_ISP_M_CTRL 0x7e00a014:RW
ASB_ISP_M_CTRL_CLR_ACK_BITS 1:1
ASB_ISP_M_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_ISP_M_CTRL_CLR_ACK_LSB 1
ASB_ISP_M_CTRL_CLR_ACK_MSB 1
ASB_ISP_M_CTRL_CLR_ACK_SET 0x00000002
ASB_ISP_M_CTRL_CLR_REQ_BITS 0:0
ASB_ISP_M_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_ISP_M_CTRL_CLR_REQ_LSB 0
ASB_ISP_M_CTRL_CLR_REQ_MSB 0
ASB_ISP_M_CTRL_CLR_REQ_SET 0x00000001
ASB_ISP_M_CTRL_EMPTY_BITS 2:2
ASB_ISP_M_CTRL_EMPTY_CLR 0xfffffffb
ASB_ISP_M_CTRL_EMPTY_LSB 2
ASB_ISP_M_CTRL_EMPTY_MSB 2
ASB_ISP_M_CTRL_EMPTY_SET 0x00000004
ASB_ISP_M_CTRL_FULL_BITS 3:3
ASB_ISP_M_CTRL_FULL_CLR 0xfffffff7
ASB_ISP_M_CTRL_FULL_LSB 3
ASB_ISP_M_CTRL_FULL_MSB 3
ASB_ISP_M_CTRL_FULL_SET 0x00000008
ASB_ISP_M_CTRL_MASK 0x00ffffff
ASB_ISP_M_CTRL_RCOUNT_BITS 13:4
ASB_ISP_M_CTRL_RCOUNT_CLR 0xffffc00f
ASB_ISP_M_CTRL_RCOUNT_LSB 4
ASB_ISP_M_CTRL_RCOUNT_MSB 13
ASB_ISP_M_CTRL_RCOUNT_SET 0x00003ff0
ASB_ISP_M_CTRL_RESET 0x00000007
ASB_ISP_M_CTRL_WCOUNT_BITS 23:14
ASB_ISP_M_CTRL_WCOUNT_CLR 0xff003fff
ASB_ISP_M_CTRL_WCOUNT_LSB 14
ASB_ISP_M_CTRL_WCOUNT_MSB 23
ASB_ISP_M_CTRL_WCOUNT_SET 0x00ffc000
ASB_ISP_M_CTRL_WIDTH 24
ASB_ISP_S_CTRL 0x7e00a010:RW
ASB_ISP_S_CTRL_CLR_ACK_BITS 1:1
ASB_ISP_S_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_ISP_S_CTRL_CLR_ACK_LSB 1
ASB_ISP_S_CTRL_CLR_ACK_MSB 1
ASB_ISP_S_CTRL_CLR_ACK_SET 0x00000002
ASB_ISP_S_CTRL_CLR_REQ_BITS 0:0
ASB_ISP_S_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_ISP_S_CTRL_CLR_REQ_LSB 0
ASB_ISP_S_CTRL_CLR_REQ_MSB 0
ASB_ISP_S_CTRL_CLR_REQ_SET 0x00000001
ASB_ISP_S_CTRL_EMPTY_BITS 2:2
ASB_ISP_S_CTRL_EMPTY_CLR 0xfffffffb
ASB_ISP_S_CTRL_EMPTY_LSB 2
ASB_ISP_S_CTRL_EMPTY_MSB 2
ASB_ISP_S_CTRL_EMPTY_SET 0x00000004
ASB_ISP_S_CTRL_FULL_BITS 3:3
ASB_ISP_S_CTRL_FULL_CLR 0xfffffff7
ASB_ISP_S_CTRL_FULL_LSB 3
ASB_ISP_S_CTRL_FULL_MSB 3
ASB_ISP_S_CTRL_FULL_SET 0x00000008
ASB_ISP_S_CTRL_MASK 0x00ffffff
ASB_ISP_S_CTRL_RCOUNT_BITS 13:4
ASB_ISP_S_CTRL_RCOUNT_CLR 0xffffc00f
ASB_ISP_S_CTRL_RCOUNT_LSB 4
ASB_ISP_S_CTRL_RCOUNT_MSB 13
ASB_ISP_S_CTRL_RCOUNT_SET 0x00003ff0
ASB_ISP_S_CTRL_RESET 0x00000007
ASB_ISP_S_CTRL_WCOUNT_BITS 23:14
ASB_ISP_S_CTRL_WCOUNT_CLR 0xff003fff
ASB_ISP_S_CTRL_WCOUNT_LSB 14
ASB_ISP_S_CTRL_WCOUNT_MSB 23
ASB_ISP_S_CTRL_WCOUNT_SET 0x00ffc000
ASB_ISP_S_CTRL_WIDTH 24
ASB_V3D_M_CTRL 0x7e00a00c:RW
ASB_V3D_M_CTRL_CLR_ACK_BITS 1:1
ASB_V3D_M_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_V3D_M_CTRL_CLR_ACK_LSB 1
ASB_V3D_M_CTRL_CLR_ACK_MSB 1
ASB_V3D_M_CTRL_CLR_ACK_SET 0x00000002
ASB_V3D_M_CTRL_CLR_REQ_BITS 0:0
ASB_V3D_M_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_V3D_M_CTRL_CLR_REQ_LSB 0
ASB_V3D_M_CTRL_CLR_REQ_MSB 0
ASB_V3D_M_CTRL_CLR_REQ_SET 0x00000001
ASB_V3D_M_CTRL_EMPTY_BITS 2:2
ASB_V3D_M_CTRL_EMPTY_CLR 0xfffffffb
ASB_V3D_M_CTRL_EMPTY_LSB 2
ASB_V3D_M_CTRL_EMPTY_MSB 2
ASB_V3D_M_CTRL_EMPTY_SET 0x00000004
ASB_V3D_M_CTRL_FULL_BITS 3:3
ASB_V3D_M_CTRL_FULL_CLR 0xfffffff7
ASB_V3D_M_CTRL_FULL_LSB 3
ASB_V3D_M_CTRL_FULL_MSB 3
ASB_V3D_M_CTRL_FULL_SET 0x00000008
ASB_V3D_M_CTRL_MASK 0x00ffffff
ASB_V3D_M_CTRL_RCOUNT_BITS 13:4
ASB_V3D_M_CTRL_RCOUNT_CLR 0xffffc00f
ASB_V3D_M_CTRL_RCOUNT_LSB 4
ASB_V3D_M_CTRL_RCOUNT_MSB 13
ASB_V3D_M_CTRL_RCOUNT_SET 0x00003ff0
ASB_V3D_M_CTRL_RESET 0x00000007
ASB_V3D_M_CTRL_WCOUNT_BITS 23:14
ASB_V3D_M_CTRL_WCOUNT_CLR 0xff003fff
ASB_V3D_M_CTRL_WCOUNT_LSB 14
ASB_V3D_M_CTRL_WCOUNT_MSB 23
ASB_V3D_M_CTRL_WCOUNT_SET 0x00ffc000
ASB_V3D_M_CTRL_WIDTH 24
ASB_V3D_S_CTRL 0x7e00a008:RW
ASB_V3D_S_CTRL_CLR_ACK_BITS 1:1
ASB_V3D_S_CTRL_CLR_ACK_CLR 0xfffffffd
ASB_V3D_S_CTRL_CLR_ACK_LSB 1
ASB_V3D_S_CTRL_CLR_ACK_MSB 1
ASB_V3D_S_CTRL_CLR_ACK_SET 0x00000002
ASB_V3D_S_CTRL_CLR_REQ_BITS 0:0
ASB_V3D_S_CTRL_CLR_REQ_CLR 0xfffffffe
ASB_V3D_S_CTRL_CLR_REQ_LSB 0
ASB_V3D_S_CTRL_CLR_REQ_MSB 0
ASB_V3D_S_CTRL_CLR_REQ_SET 0x00000001
ASB_V3D_S_CTRL_EMPTY_BITS 2:2
ASB_V3D_S_CTRL_EMPTY_CLR 0xfffffffb
ASB_V3D_S_CTRL_EMPTY_LSB 2
ASB_V3D_S_CTRL_EMPTY_MSB 2
ASB_V3D_S_CTRL_EMPTY_SET 0x00000004
ASB_V3D_S_CTRL_FULL_BITS 3:3
ASB_V3D_S_CTRL_FULL_CLR 0xfffffff7
ASB_V3D_S_CTRL_FULL_LSB 3
ASB_V3D_S_CTRL_FULL_MSB 3
ASB_V3D_S_CTRL_FULL_SET 0x00000008
ASB_V3D_S_CTRL_MASK 0x00ffffff
ASB_V3D_S_CTRL_RCOUNT_BITS 13:4
ASB_V3D_S_CTRL_RCOUNT_CLR 0xffffc00f
ASB_V3D_S_CTRL_RCOUNT_LSB 4
ASB_V3D_S_CTRL_RCOUNT_MSB 13
ASB_V3D_S_CTRL_RCOUNT_SET 0x00003ff0
ASB_V3D_S_CTRL_RESET 0x00000007
ASB_V3D_S_CTRL_WCOUNT_BITS 23:14
ASB_V3D_S_CTRL_WCOUNT_CLR 0xff003fff
ASB_V3D_S_CTRL_WCOUNT_LSB 14
ASB_V3D_S_CTRL_WCOUNT_MSB 23
ASB_V3D_S_CTRL_WCOUNT_SET 0x00ffc000
ASB_V3D_S_CTRL_WIDTH 24
AVE_IN_APB_ID 0x61766530
AVE_IN_BASE 0x7e910000
AVE_IN_BLOCK_ID 0x7e910060:RW
AVE_IN_BLOCK_ID_MASK 0xffffffff
AVE_IN_BLOCK_ID_RESET 0x61766530
AVE_IN_BLOCK_ID_WIDTH 32
AVE_IN_BUF0_ADDRESS 0x7e910008:RW
AVE_IN_BUF0_ADDRESS_BUF0_ADDR_BITS 31:0
AVE_IN_BUF0_ADDRESS_BUF0_ADDR_CLR 0x00000000
AVE_IN_BUF0_ADDRESS_BUF0_ADDR_LSB 0
AVE_IN_BUF0_ADDRESS_BUF0_ADDR_MSB 31
AVE_IN_BUF0_ADDRESS_BUF0_ADDR_SET 0xffffffff
AVE_IN_BUF0_ADDRESS_MASK 0xffffffff
AVE_IN_BUF0_ADDRESS_RESET 0000000000
AVE_IN_BUF0_ADDRESS_WIDTH 32
AVE_IN_BUF1_ADDRESS 0x7e91000c:RW
AVE_IN_BUF1_ADDRESS_BUF1_ADDR_BITS 31:0
AVE_IN_BUF1_ADDRESS_BUF1_ADDR_CLR 0x00000000
AVE_IN_BUF1_ADDRESS_BUF1_ADDR_LSB 0
AVE_IN_BUF1_ADDRESS_BUF1_ADDR_MSB 31
AVE_IN_BUF1_ADDRESS_BUF1_ADDR_SET 0xffffffff
AVE_IN_BUF1_ADDRESS_MASK 0xffffffff
AVE_IN_BUF1_ADDRESS_RESET 0000000000
AVE_IN_BUF1_ADDRESS_WIDTH 32
AVE_IN_CALC_LINE_STEP 0x7e910030:RW
AVE_IN_CALC_LINE_STEP_CALC_LINE_STEP_BITS 11:0
AVE_IN_CALC_LINE_STEP_CALC_LINE_STEP_CLR 0xfffff000
AVE_IN_CALC_LINE_STEP_CALC_LINE_STEP_LSB 0
AVE_IN_CALC_LINE_STEP_CALC_LINE_STEP_MSB 11
AVE_IN_CALC_LINE_STEP_CALC_LINE_STEP_SET 0x00000fff
AVE_IN_CALC_LINE_STEP_MASK 0x00000fff
AVE_IN_CALC_LINE_STEP_RESET 0000000000
AVE_IN_CALC_LINE_STEP_WIDTH 12
AVE_IN_CHAR_CTRL 0x7e91003c:RW
AVE_IN_CHAR_CTRL_MASK 0x8000000f
AVE_IN_CHAR_CTRL_RESET 0000000000
AVE_IN_CHAR_CTRL_WIDTH 32
AVE_IN_CTRL 0x7e910000:RW
AVE_IN_CTRL_BUF0_IRQ_EN_BITS 1:1
AVE_IN_CTRL_BUF0_IRQ_EN_CLR 0xfffffffd
AVE_IN_CTRL_BUF0_IRQ_EN_LSB 1
AVE_IN_CTRL_BUF0_IRQ_EN_MSB 1
